camp_name,address,category,director,operator,city,state,accredited-member,programs,zip_code,nogeo,latitude,longitude
Saltash Mountain Camp,401 Farm and Wilderness Rd,"Independent, Not for Profit",Jeff Bounds,Farm and Wilderness Foundation,Plymouth,VT,Accredited Member,1.0,05056-9434,"401 Farm and Wilderness Rd, Plymouth, VT, 05056-9434, USA",43.571553,-72.756635
Camp Mataponi Inc.,838 Sebago Rd,"Independent, For Profit",Dan & Marcy Isdaner,Camp Mataponi Inc (Operator),Naples,ME,Accredited Member,1.0,04055-3540,"838 Sebago Rd, Naples, ME, 04055-3540, USA",43.9253969,-70.6164924
Camp Lake Stephens,117 Camp Ls Dr,,,Camp Lake Stephens (UMCRM),Oxford,MS,Accredited Member,1.0,38655-9463,"117 Camp Ls Dr, Oxford, MS, 38655-9463, USA",34.3659868,-89.5188246
Wesley Woods Conference Center,250 Stam St,United Methodist,Craig Watters,Outdoor and Retreat Ministries (UMCRM),Williams Bay,WI,Accredited Member,1.0,53191-9641,"250 Stam St, Williams Bay, WI, 53191-9641, USA",42.5684441,-88.5486624
Leoni Meadows Camp,6100 Leoni Rd,Seventh-day Adventist,,Northern California Conference of Seventh-day Adventist (SDA),Grizzly Flats,CA,Accredited Member,1.0,95636,"6100 Leoni Rd, Grizzly Flats, CA, 95636, USA",38.6101111,-120.502186
Crystal Springs Camp Inc,21 Crystal Springs Camp Rd,,,Crystal Springs Camp Inc (Operator),Kelso,TN,Accredited Member,1.0,37348-6070,"21 Crystal Springs Camp Rd, Kelso, TN, 37348-6070, USA",35.0747472,-86.4575711
Camp Ramah Darom,70 Darom Ln,"Jewish, Conservative",Anna Serviansky,Ramah Darom Inc (Operator),Clayton,GA,Accredited Member,1.0,30525-2642,"70 Darom Ln, Clayton, GA, 30525-2642, USA",34.9478902,-83.4956631
Cape Cod Camp Corp. DBA Camp Farley,615 Main St,4-H Clubs,Joyce Oberthal,Cape Cod Camp Corporation,Mashpee,MA,Accredited Member,1.0,02649-2054,"615 Main St, Mashpee, MA, 02649-2054, USA",41.661473,-70.49394
Camp St Thekla,"150 Asbury DrCleveland, SC",Greek Orthodox,Fr Philip Rogers,Antiochian Village (Operator),Lafayette,LA,Accredited Member,1.0,29635-9748,"150 Asbury DrCleveland, SC, Lafayette, LA, 29635-9748, USA",30.2240897,-92.0198427
Camp Keystone,6581 SE 9th Ave,Salvation Army,,The Salvation Army-Tampa,Starke,FL,Accredited Member,1.0,32091-7516,"6581 SE 9th Ave, Starke, FL, 32091-7516, USA",29.81268,-82.0579996
Clyde M York 4-H Center,"62 4-H Center Drive,  38572-",4-H Clubs,Mr. Scottie Fillers,University of Tennessee,Crossville,TN,Accredited Member,1.0,38572,"62 4-H Center Drive,  38572-, Crossville, TN, 38572, USA",35.9191817,-85.11511279999999
Kiddie Keep Well Camp,35 Roosevelt Dr,Hospital/Health/Medical,Cindy Robertson,Middlesex County Recreation Co,Edison,NJ,Accredited Member,1.0,08837-2334,"35 Roosevelt Dr, Edison, NJ, 08837-2334, USA",40.5484795,-74.3390733
Camp Au Sable,2590 Camp Ausable Rd,Seventh-day Adventist,,Michigan Conference (SDA),Grayling,MI,Accredited Member,1.0,49738-6787,"2590 Camp Ausable Rd, Grayling, MI, 49738-6787, USA",44.6497399,-84.6880481
Camp Del Oro,20864 Rector Rd,Salvation Army,,The Salvation Army Camp and Outdoor Ministries-CA,Nevada City,CA,Accredited Member,1.0,20864,"20864 Rector Rd, Nevada City, CA, 20864, USA",39.3012785,-121.0232293
Quinipet,99 Shore Rd,United Methodist,Greg Nissen,NY Conference United Methodist (UMCRM),Shelter Island Heights,NY,Accredited Member,1.0,11965-2002,"99 Shore Rd, Shelter Island Heights, NY, 11965-2002, USA",41.0710596,-72.3817972
Homelani,68-243 Olohio St,Salvation Army,Joe Harvey-Hall,The Salvation Army-Waialua,Waialua,HI,Accredited Member,1.0,96791-9359,"68-243 Olohio St, Waialua, HI, 96791-9359, USA",21.5790324,-158.1525055
Camp Starlight,151  Lake Rd,"Independent, For Profit",David & Allison Miller,Camp Starlight (Operator),Starlight,PA,Accredited Member,1.0,18461-1034,"151  Lake Rd, Starlight, PA, 18461-1034, USA",41.8927879,-75.346975
Bar T Kids Camp,177 Kentlands Blvd Ste 300,,,Bar T Camps,Gaithersburg,MD,Accredited Member,1.0,20878-6519,"177 Kentlands Blvd Ste 300, Gaithersburg, MD, 20878-6519, USA",39.1233976,-77.2345429
Hoblitzelle Camp & Conference Center,8060 Singleton Rd,Salvation Army,Dennis J Merrifield,The Salvation Army of Texas/Oklahoma,Midlothian,TX,Accredited Member,1.0,76065-5940,"8060 Singleton Rd, Midlothian, TX, 76065-5940, USA",32.39466280000001,-97.0066531
YMCA Camp Tumbleson Lake,51321 US 285Grant,YMCA,,YMCA Camp Tumbleson Lake (Operator),Bailey,CO,Accredited Member,1.0,51321,"51321 US 285Grant, Bailey, CO, 51321, USA",39.458369,-105.628219
Camp Hess Kramer and Gindling Hilltop Camp,11495 Pacific Coast Hwy,"Jewish, Reform",Douglas Lynn,Wilshire Blvd Temple Camps (Operator),Malibu,CA,Accredited Member,1.0,11495,"11495 Pacific Coast Hwy, Malibu, CA, 11495, USA",34.0536366,-118.9635307
SDSU Upward Bound,State Univ Mc 1103,College or University,Tomasa Mauricio,SDSU College of Education,San Diego,CA,Accredited Member,1.0,92182-0001,"State Univ Mc 1103, San Diego, CA, 92182-0001, USA",32.715738,-117.1610838
Albrecht Acres of the Midwest,14837  Rd,"Independent, Not for Profit",Eric Veltstra,Albrecht Acres of the Midwest (Operator),Sherrill,IA,Accredited Member,1.0,14837,"14837  Rd, Sherrill, IA, 14837, USA",42.6038868,-90.78457159999999
Skymeadow,,Girl Scouts of the USA,Sarah Wells,Girl Scouts - Western Pennsylvania,Avonmore,PA,Accredited Member,1.0,,"nan, Avonmore, PA, nan, USA",40.5289548,-79.4614306
Salvation Army Camp SWONEKY,605 Middleboro Rd,Salvation Army,,The Salvation Army-Cincinnati,Oregonia,OH,Accredited Member,1.0,45054-9706,"605 Middleboro Rd, Oregonia, OH, 45054-9706, USA",39.4180009,-84.086969
Happy Hollow Children's Camp,3049 Happy Hollow Rd,Parks and Recreation,"Bernard Schrader, CCD",Happy Hollow Children's Camp Inc,Nashville,IN,Accredited Member,1.0,47448-8804,"3049 Happy Hollow Rd, Nashville, IN, 47448-8804, USA",39.1511611,-86.1085713
Adventure Unlimited Ranches,18325 County Road 366,,,Adventure Unlimited Inc,Buena Vista,CO,Accredited Member,1.0,18325,"18325 County Road 366, Buena Vista, CO, 18325, USA",38.8769015,-106.2145994
Ox Lake Lutheran Bible Camp,1422A 120th Ave,"Lutheran, ELCA",Char Sunde,Lake Wapogasset Lutheran Bible (LOM),Amery,WI,Accredited Member,1.0,54001-4803,"1422A 120th Ave, Amery, WI, 54001-4803, USA",45.38098069999999,-92.4535315
Timber Lake Camp,240 Timber Lake Rd,"Independent, For Profit",Jay S. Jacobs,Timber Lake Family of Camps,Shandaken,NY,Accredited Member,1.0,12480-5303,"240 Timber Lake Rd, Shandaken, NY, 12480-5303, USA",42.1406523,-74.3432622
Camp O'Bannon,9688 Butler Rd,"Independent, Not for Profit",Ted Cobb,Camp O'Bannon of Licking Co,Newark,OH,Accredited Member,1.0,43055-9701,"9688 Butler Rd, Newark, OH, 43055-9701, USA",40.0743056,-82.36156770000001
CYO Camp Hamilton,25405 Lake Fontal Rd,Roman Catholic,Megan Raymond,Catholic Youth Organization of Seattle (Operator),Monroe,WA,Accredited Member,1.0,25405,"25405 Lake Fontal Rd, Monroe, WA, 25405, USA",47.80256139999999,-121.8915053
Camp Hale,92 Millbridge Rd,"Independent, Not for Profit",Jerrell Cox,United South End Settlements,Center Sandwich,NH,Accredited Member,1.0,03227,"92 Millbridge Rd, Center Sandwich, NH, 03227, USA",43.7857496,-71.47544549999999
Camp Mechuwana,93 Holmes Rd,United Methodist,Norman Thombs,New England Conference Centers (UMCRM),Winthrop,ME,Accredited Member,1.0,04364-3701,"93 Holmes Rd, Winthrop, ME, 04364-3701, USA",44.29346169999999,-69.9673878
Camp Winaca HemoVon,9235 Huntersville RdMarlinton,College or University,Anita Graham,WVU Department of Pediatrics,Scott Depot,WV,Accredited Member,1.0,24954-5866,"9235 Huntersville RdMarlinton, Scott Depot, WV, 24954-5866, USA",38.4415766,-81.9175839
Golden Slipper Camp,164 Reeders Run Rd,"Independent, Not for Profit",Matt Freedman,Golden Slipper Club and Charity,Stroudsburg,PA,Accredited Member,1.0,18360-7795,"164 Reeders Run Rd, Stroudsburg, PA, 18360-7795, USA",41.008256,-75.3127308
Northern Frontier Camp,7791 Nys Route 28 # AIndian Lake,Nondenominational Christian,,Northern Frontier (Operator),North River,NY,Accredited Member,1.0,12842-7758,"7791 Nys Route 28 # AIndian Lake, North River, NY, 12842-7758, USA",43.8164944,-74.1299579
Camp Lokanda,"Haring Rd,  12737-","Independent, For Profit",Ronen & Dana Gabbay,Camp Lokanda (Operator),Glen Spey,NY,Accredited Member,1.0,12737,"Haring Rd,  12737-, Glen Spey, NY, 12737, USA",41.4857592,-74.853296
Camp Grandview,32 Camp Grandview Cir,Salvation Army,Captains Matt and Rebecca Trayler,The Salvation Army-Georgia DHQ,Jasper,GA,Accredited Member,1.0,30143-2724,"32 Camp Grandview Cir, Jasper, GA, 30143-2724, USA",34.501269,-84.389809
Camp Mendocino,26301 Rd 1060,Boys & Girls Clubs of America,Sara Richardson,Boys and Girls Clubs of San Francisco,Fort Bragg,CA,Accredited Member,1.0,26301,"26301 Rd 1060, Fort Bragg, CA, 26301, USA",39.445723,-123.8052935
Flying Cloud Summer Camp,401 Farm and Wilderness Rd,"Independent, Not for Profit",Elliot SIegrest-Jones,Farm and Wilderness Foundation,Plymouth,VT,Accredited Member,1.0,05056-9434,"401 Farm and Wilderness Rd, Plymouth, VT, 05056-9434, USA",43.571553,-72.756635
All Peoples Community Center,36190 Mill Creek Rd,Community Center,Julio C Ramos,All Peoples Community Center (Operator),Mentone,CA,Accredited Member,1.0,36190,"36190 Mill Creek Rd, Mentone, CA, 36190, USA",34.0799966,-117.0470751
Haycock Camping Ministries Inc,3100 School Rd,Nondenominational Christian,David J Stiansen,Haycock Camping Ministries Inc (Operator),Kintnersville,PA,Accredited Member,1.0,18930-9579,"3100 School Rd, Kintnersville, PA, 18930-9579, USA",40.5201989,-75.24064580000001
Leelanau Kohahna Camps,1653 S Port Oneida Rd,Christian Science,Weldon Rutledge,Leelanau Kohahna Foundation,Maple City,MI,Accredited Member,1.0,49664-9631,"1653 S Port Oneida Rd, Maple City, MI, 49664-9631, USA",44.9600528,-85.93529149999999
The Summer Camp Inc,177 North Wayne RdReadfield,"Independent, Not for Profit",Tracy St Onge-May,The Summer Camp Inc (Operator),Washington,ME,Accredited Member,1.0,04355,"177 North Wayne RdReadfield, Washington, ME, 04355, USA",44.3898034,-70.013955
Camp Rising Sun,6 Prock Hill Rd,"Independent, Not for Profit",Jeff Holt,Camp Rising Sun (Operator),Colebrook,CT,Accredited Member,1.0,06021-1100,"6 Prock Hill Rd, Colebrook, CT, 06021-1100, USA",42.019996,-73.1079803
Camp Rising Sun,"6 Prock Hill RdColebrook, CT","Independent, Not for Profit",Jeff Holt,Camp Rising Sun (Operator),Albuquerque,NM,,1.0,06021-1100,"6 Prock Hill RdColebrook, CT, Albuquerque, NM, 06021-1100, USA",42.019996,-73.1079803
Emma Kaufmann Camp,,Jewish Community Center,Sam Bloom,JCC of Pittsburgh (JCCA),Morgantown,WV,Accredited Member,1.0,,"nan, Morgantown, WV, nan, USA",39.629526,-79.95589679999999
Frost Valley YMCA Camps,2000 Frost Valley Rd,YMCA,Jerry Huncosky,Frost Valley YMCA,Claryville,NY,Accredited Member,1.0,12725-5221,"2000 Frost Valley Rd, Claryville, NY, 12725-5221, USA",41.990195,-74.487082
Tohkomeupog,2151 E  Rd,"Independent, For Profit",Andrew Mahoney,Camp Tohkomeupog,Madison,NH,Accredited Member,1.0,03849-4308,"2151 E  Rd, Madison, NH, 03849-4308, USA",44.0050208,-71.1202892
Timberlake,401 Farm and Wilderness Rd,"Independent, Not for Profit",Tulio Browning,Farm and Wilderness Foundation,Plymouth,VT,Accredited Member,1.0,05056-9434,"401 Farm and Wilderness Rd, Plymouth, VT, 05056-9434, USA",43.571553,-72.756635
Lyle McLeod,800 NE Twin Lakes Rd,Girl Scouts of the USA,Lisa Bond,Girl Scouts - Western Washington,Tahuya,WA,Accredited Member,1.0,98588-9521,"800 NE Twin Lakes Rd, Tahuya, WA, 98588-9521, USA",47.4746056,-122.9547358
Camp Louise,24959 Pen Mar Rd,"Jewish, Association of Independent Jewish Camps",Alicia Berlin,Camp Airy and Camp Louise Fnd,Cascade,MD,Accredited Member,1.0,24959,"24959 Pen Mar Rd, Cascade, MD, 24959, USA",39.7129983,-77.4985983
Camp Louise,"24959 Pen Mar RdCascade, MD","Jewish, Association of Independent Jewish Camps",Alicia Berlin,Camp Airy and Camp Louise Fnd,Shickshinny,PA,,1.0,24959,"24959 Pen Mar RdCascade, MD, Shickshinny, PA, 24959, USA",39.7129983,-77.4985983
Camp Lapham,731 South Rd,,Keya Dixon & Emily Semprini,Crossroads for Kids Inc,Ashby,MA,Accredited Member,1.0,01431-2047,"731 South Rd, Ashby, MA, 01431-2047, USA",42.662768,-71.831434
Camp Homeward Bound,Site K-31 7 Lakes Drive,"Independent, Not for Profit",Beverly McEntarfer,Coalition For The Homeless,Bear Mountain,NY,Accredited Member,1.0,10911,"Site K-31 7 Lakes Drive, Bear Mountain, NY, 10911, USA",41.1904252,-74.1409446
Lutheridge,2049 Upper Laurel Dr,"Lutheran, ELCA",Rev's Tim and Mary Canniff-Kuhn,"NovusWay, Inc (LOM)",Arden,NC,Accredited Member,1.0,28704-8536,"2049 Upper Laurel Dr, Arden, NC, 28704-8536, USA",35.4543158,-82.5176657
Reynoldswood Christian Camp and Retreat Center,621 Reynoldswood Rd,United Methodist,Eric Hoffman,Outdoor and Retreat Ministries (UMCRM),Dixon,IL,Accredited Member,1.0,61021-9157,"621 Reynoldswood Rd, Dixon, IL, 61021-9157, USA",41.841459,-89.50958399999999
Project Morry,,"Independent, Not for Profit",Deb Jones,Project Morry (Operator),Glen Spey,NY,Accredited Member,1.0,,"nan, Glen Spey, NY, nan, USA",41.4787025,-74.8134977
Camp Shohola for Boys,105 Weber Rd,"Independent, For Profit",Duncan Barger,The Seed @ Camp Netimus,Greeley,PA,Accredited Member,1.0,18425-9742,"105 Weber Rd, Greeley, PA, 18425-9742, USA",41.4157995,-75.0181192
YMCA Camp St Croix,532 County Road F,YMCA,Niki Roussopoulos,YMCA of the North,Hudson,WI,Accredited Member,1.0,54016-8006,"532 County Road F, Hudson, WI, 54016-8006, USA",44.9372553,-92.73457080000001
New London County 4-H Camp,37 Kahn Rd,4-H Clubs,Ben Cowen,New London Co 4-H Foundation Inc,North Franklin,CT,Accredited Member,1.0,06254-1619,"37 Kahn Rd, North Franklin, CT, 06254-1619, USA",41.58890299999999,-72.16514099999999
Camp Merrie Woode,12584 Burchette Rd,Girl Scouts of the USA,,Girl Scouts - Heart of Michigan,Plainwell,MI,Accredited Member,1.0,12584,"12584 Burchette Rd, Plainwell, MI, 12584, USA",42.4710626,-85.5137407
Camp Mokuleia,68-729 Farrington Hwy,Episcopal,David Turner,Camp Mokuleia Inc (ECCC),Waialua,HI,Accredited Member,1.0,96791-8333,"68-729 Farrington Hwy, Waialua, HI, 96791-8333, USA",21.5803503,-158.1816767
YMCA Camp Jordan,101 Camp Jordan Way,YMCA,Steven Heiny,Bangor YMCA,Ellsworth,ME,Accredited Member,1.0,04605-3088,"101 Camp Jordan Way, Ellsworth, ME, 04605-3088, USA",44.6271064,-68.57013599999999
Walcamp Outdoor Ministries Inc,32653 5 Points Rd,"Lutheran, Missouri Synod",Brad Weiss,Walcamp Outdoor Ministries (Operator),Kingston,IL,Accredited Member,1.0,32653,"32653 5 Points Rd, Kingston, IL, 32653, USA",42.1039165,-88.7605542
Camp Huawni,954 County Road 4235,"Independent, For Profit",TJ Nicholson,"Camp Huawni, Inc",Timpson,TX,Accredited Member,1.0,75975-4028,"954 County Road 4235, Timpson, TX, 75975-4028, USA",31.8463027,-94.30405329999999
Camp Leslie,139 W Main St,4-H Clubs,Nicko Tzortzis,Camp Leslie Inc.,Georgetown,MA,Accredited Member,1.0,01833-1442,"139 W Main St, Georgetown, MA, 01833-1442, USA",42.73058,-70.998414
Peconic Dunes 4-H Camp,6375 Soundview AveSouthold,4-H Clubs,Christopher P Colahan,New York State 4-H - NYNJ Camps,Peconic,NY,Accredited Member,1.0,11971-2734,"6375 Soundview AveSouthold, Peconic, NY, 11971-2734, USA",41.0641734,-72.45919169999999
Camp Saint Raphael,"Kingston, OK",Greek Orthodox,W Gayle Malone,Antiochian Village (Operator),Wichita,KS,Accredited Member,1.0,,"Kingston, OK, Wichita, KS, nan, USA",37.68717609999999,-97.33005299999999
Tyler Hill Camp,1017 Cochecton Tpke,"Independent, For Profit",Andy Siegel,Timber Lake Family of Camps,Tyler Hill,PA,Accredited Member,1.0,18469-4010,"1017 Cochecton Tpke, Tyler Hill, PA, 18469-4010, USA",41.6944971,-75.1364325
Camp Hidden Lake,626 Oregon Rd,Salvation Army,Major Chuck Whiten,The Salvation Army ALM Division,Lexington,MS,Accredited Member,1.0,39095-8027,"626 Oregon Rd, Lexington, MS, 39095-8027, USA",33.136048,-90.119823
Camp Jotoni,51 Old Stirling Rd,Hospital/Health/Medical,Joe Miller,The Arc of Somerset County,Warren,NJ,Accredited Member,1.0,07059-5809,"51 Old Stirling Rd, Warren, NJ, 07059-5809, USA",40.62782480000001,-74.4856353
Fiver Children's Foundation,7464 Mill St,"Independent, Not for Profit",,Fiver Children's Foundation (Operator),Earlville,NY,Accredited Member,1.0,13332-3132,"7464 Mill St, Earlville, NY, 13332-3132, USA",42.777324,-75.49989099999999
Sunnyhill Adventure Center,6555 Sunlit Way,Hospital/Health/Medical,Luke Mraz,Sunnyhill Adventures,Dittmer,MO,Accredited Member,1.0,63023-3306,"6555 Sunlit Way, Dittmer, MO, 63023-3306, USA",38.3414985,-90.6992518
Camp Twin Lakes at Rutledge,1391 Keencheefoonee Rd,"Independent, Not for Profit",,Camp Twin Lakes Inc (Operator),Rutledge,GA,Accredited Member,1.0,30663-2818,"1391 Keencheefoonee Rd, Rutledge, GA, 30663-2818, USA",33.5799262,-83.6351747
Camp Maha Girl Scouts,17114 S 63rd St,,,Girl Scouts - Spirit of Nebraska,Papillion,NE,Accredited Member,1.0,17114,"17114 S 63rd St, Papillion, NE, 17114, USA",41.0640013,-96.0080255
CYO Camp and Retreat Center,2136 Bohemian Hwy,Roman Catholic,Jim Willford,Catholic Charities CYO Camp,Occidental,CA,Accredited Member,1.0,95465-9106,"2136 Bohemian Hwy, Occidental, CA, 95465-9106, USA",38.3902383,-122.934225
Camp Burton,9326 SW Bayview Dr,"Baptist, American",Kathleen Hendrickson,Washington Baptist Convention,Vashon,WA,Accredited Member,1.0,98070-7024,"9326 SW Bayview Dr, Vashon, WA, 98070-7024, USA",47.3860598,-122.4528281
Camp Burton,"9326 SW Bayview DrVashon, WA","Baptist, American",Kathleen Hendrickson,Washington Baptist Convention,Burton,OH,,5.0,98070-7024,"9326 SW Bayview DrVashon, WA, Burton, OH, 98070-7024, USA",47.3860598,-122.4528281
J-Camp at Oshman Family JCC,3921 Fabian Way,Jewish Community Center,Rebecca Bigman,Oshman Family JCC (JCCA),Palo Alto,CA,Accredited Member,1.0,94303-4606,"3921 Fabian Way, Palo Alto, CA, 94303-4606, USA",37.4232923,-122.1029975
MiVoden Camp & Retreat Center,17415 E  Rd,Seventh-day Adventist,Richard Parker,Upper Columbia Conference of SDA (SDA),Hayden Lake,ID,Accredited Member,1.0,17415,"17415 E  Rd, Hayden Lake, ID, 17415, USA",47.7587944,-116.7568579
SOAR for Youth Summer Academies,PO Box 1291,"Independent, Not for Profit",,SOAR for Youth,Berkeley,CA,Accredited Member,1.0,94701-1291,"PO Box 1291, Berkeley, CA, 94701-1291, USA",37.8683209,-122.2703955
Camp Bear Creek,9106 42nd Ave,Presbyterian,Kevin Cullum,Camp Bear Creek (Campfire Collective) (Operator),Wyoming,IA,Accredited Member,1.0,52362-7647,"9106 42nd Ave, Wyoming, IA, 52362-7647, USA",42.0628941,-90.9594502
Firefly Song,401 Farm and Wilderness Rd,Quaker,Amy Bowen,Farm and Wilderness Foundation,Plymouth,VT,Accredited Member,1.0,05056-9434,"401 Farm and Wilderness Rd, Plymouth, VT, 05056-9434, USA",43.571553,-72.756635
Camp Thunderhead,8090 N Thunderhead Rd,,Melodie Hessling,Camp Thunderhead LLC,Mercer,WI,Accredited Member,1.0,54547-9135,"8090 N Thunderhead Rd, Mercer, WI, 54547-9135, USA",46.2698598,-90.02507489999999
URJ Camp Newman,San Rafael,"Jewish, Reform",Rabbi Allie Fischman,URJ Camp Newman (Operator),Santa Rosa,CA,Accredited Member,1.0,,"San Rafael, Santa Rosa, CA, nan, USA",37.9735346,-122.5310874
Twin Cedars,1 Twin Cedar Ln,"Independent, Not for Profit",Jonathan D Cunningham,Twin Cedars  (Operator),Guthrie,OK,Accredited Member,1.0,73044-7041,"1 Twin Cedar Ln, Guthrie, OK, 73044-7041, USA",35.8125993,-97.3939625
YMCA Camp Menogyn,55 Menogyn Trl,YMCA,Paul Danicic,YMCA of the North,Grand Marais,MN,Accredited Member,1.0,55604-2043,"55 Menogyn Trl, Grand Marais, MN, 55604-2043, USA",48.0626211,-90.4422949
Children's Beach House,1800 Bay AveLewes,,,Children's Beach House (Operator),Wilmington,DE,Accredited Member,1.0,19958-1859,"1800 Bay AveLewes, Wilmington, DE, 19958-1859, USA",38.76381629999999,-75.17788530000001
Camp YJ,9 Camp Rd,"Jewish, Other",Kenneth J Kornreich,Friends of Young Judaea,Amherst,NH,Accredited Member,1.0,03031-1748,"9 Camp Rd, Amherst, NH, 03031-1748, USA",42.8960331,-71.5766531
Double H Ranch,97 Hidden Valley Rd,"Independent, Not for Profit",Jacqui Brown,Double H Ranch (Operator),Lake Luzerne,NY,Accredited Member,1.0,12846-3318,"97 Hidden Valley Rd, Lake Luzerne, NY, 12846-3318, USA",43.3753196,-73.7890149
FFA Camp Muskingum,3266 Dyewood Rd SW,FFA,Todd Davis,Ohio FFA Camps Inc,Carrollton,OH,Accredited Member,1.0,44615-9246,"3266 Dyewood Rd SW, Carrollton, OH, 44615-9246, USA",40.496102,-81.1671159
Wisconsin Badger Camp,11815 Munz Ln,"Independent, Not for Profit","Katelyn Carr, CTRS",Wisconsin Badger Camp (Operator),Prairie Du Chien,WI,Accredited Member,1.0,11815,"11815 Munz Ln, Prairie Du Chien, WI, 11815, USA",42.9938484,-91.0147221
